yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavaluetype,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1
2012,2016,AZ,Arizona,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,04,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2015,2019,AZ,Arizona,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,04,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2015,2019,CA,California,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,06,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2015,2019,DC,District of Columbia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,11,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2008,2012,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,12,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2009,2013,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,12,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2012,2016,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,12,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2014,2018,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,12,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2015,2019,FL,Florida,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,12,CAN,CAN5_1,AVGANNNMBR,RACE,APIO
2009,2013,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,13,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2009,2013,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,13,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2011,2015,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,13,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2014,2018,GA,Georgia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,13,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2009,2013,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",15,CAN,CAN5_1,AVGANNNMBR,RACE,BLK
2010,2014,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Crude Rate,Gender,Female,15,CAN,CAN5_1,AVGANNCRDRATE,GENDER,GENF
2012,2016,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,15,CAN,CAN5_1,AVGANNNMBR,RACE,APIO
2014,2018,ND,North Dakota,Death Certificate,Cancer,"Melanoma, mortality",Average Annual Number,Gender,Female,38,CAN,CAN9_2,AVGANNNMBR,GENDER,GENF
2013,2017,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",15,CAN,CAN5_1,AVGANNNMBR,RACE,WHT
2015,2019,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,15,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2014,2018,IL,Illinois,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,17,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2008,2012,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,18,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2009,2013,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",18,CAN,CAN5_1,AVGANNNMBR,RACE,BLK
2010,2014,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,18,CAN,CAN5_1,AVGANNNMBR,RACE,APIO
2012,2016,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,18,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2013,2017,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",18,CAN,CAN5_1,AVGANNNMBR,RACE,BLK
2015,2019,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,18,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2009,2013,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,20,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2012,2016,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,20,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2014,2018,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,20,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2015,2019,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,20,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2014,2018,KY,Kentucky,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Crude Rate,Overall,Overall,21,CAN,CAN5_1,AVGANNCRDRATE,OVERALL,OVR
2008,2012,MD,Maryland,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,24,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2011,2015,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,26,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2012,2016,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,26,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2008,2012,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,29,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2013,2017,MT,Montana,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",30,CAN,CAN5_1,AVGANNNMBR,RACE,WHT
2010,2014,NE,Nebraska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,31,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2011,2015,NE,Nebraska,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",31,CAN,CAN5_1,AVGANNNMBR,RACE,BLK
2008,2012,NJ,New Jersey,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,34,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2010,2014,NJ,New Jersey,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2015,2019,NJ,New Jersey,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2015,2019,NM,New Mexico,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,35,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2011,2015,NV,Nevada,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,Hispanic,32,CAN,CAN5_1,AVGANNNMBR,RACE,HIS
2013,2017,NV,Nevada,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,32,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2014,2018,NV,Nevada,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",32,CAN,CAN5_1,AVGANNNMBR,RACE,WHT
2010,2014,NY,New York,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",36,CAN,CAN5_1,AVGANNNMBR,RACE,BLK
2014,2018,NY,New York,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,36,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2013,2017,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,40,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2015,2019,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,40,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2012,2016,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",41,CAN,CAN5_1,AVGANNNMBR,RACE,WHT
2015,2019,SC,South Carolina,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,45,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2008,2012,VA,Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,51,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2013,2017,VA,Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Gender,Female,51,CAN,CAN5_1,AVGANNNMBR,GENDER,GENF
2010,2014,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Age-adjusted Rate,Overall,Overall,50,CAN,CAN5_1,AVGANNAGEADJRATE,OVERALL,OVR
2012,2016,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",50,CAN,CAN5_1,AVGANNNMBR,RACE,WHT
2013,2017,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Age-adjusted Rate,Gender,Female,50,CAN,CAN5_1,AVGANNAGEADJRATE,GENDER,GENF
2008,2012,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",Average Annual Number,Overall,Overall,54,CAN,CAN5_1,AVGANNNMBR,OVERALL,OVR
2010,2014,AK,Alaska,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,02,CAN,CAN5_2,AVGANNNMBR,RACE,AIAO
2010,2014,AK,Alaska,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",02,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2011,2015,AK,Alaska,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,02,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2008,2012,AL,Alabama,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,01,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2008,2012,AL,Alabama,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,01,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2008,2012,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Hispanic,04,CAN,CAN5_2,AVGANNNMBR,RACE,HIS
2011,2015,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,04,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2012,2016,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,04,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2013,2017,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,04,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2014,2018,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,04,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2015,2019,AZ,Arizona,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,04,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2012,2016,CO,Colorado,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,08,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2013,2017,CO,Colorado,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,08,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2015,2019,CT,Connecticut,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Age-adjusted Rate,Race/Ethnicity,"Black, non-Hispanic",09,CAN,CAN5_2,AVGANNAGEADJRATE,RACE,BLK
2008,2012,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Gender,Female,11,CAN,CAN5_2,AVGANNCRDRATE,GENDER,GENF
2009,2013,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Hispanic,11,CAN,CAN5_2,AVGANNNMBR,RACE,HIS
2010,2014,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Race/Ethnicity,"Black, non-Hispanic",11,CAN,CAN5_2,AVGANNCRDRATE,RACE,BLK
2012,2016,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,11,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2013,2017,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,11,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2015,2019,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,11,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2014,2018,FL,Florida,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Female,12,CAN,CAN5_2,AVGANNNMBR,GENDER,GENF
2010,2014,ID,Idaho,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,16,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2011,2015,ID,Idaho,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Gender,Female,16,CAN,CAN5_2,AVGANNCRDRATE,GENDER,GENF
2012,2016,ID,Idaho,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Age-adjusted Rate,Overall,Overall,16,CAN,CAN5_2,AVGANNAGEADJRATE,OVERALL,OVR
2013,2017,ID,Idaho,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,16,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2014,2018,ID,Idaho,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Race/Ethnicity,Hispanic,16,CAN,CAN5_2,AVGANNCRDRATE,RACE,HIS
2015,2019,ID,Idaho,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Gender,Female,16,CAN,CAN5_2,AVGANNCRDRATE,GENDER,GENF
2008,2012,KS,Kansas,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Hispanic,20,CAN,CAN5_2,AVGANNNMBR,RACE,HIS
2013,2017,KY,Kentucky,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",21,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2011,2015,MA,Massachusetts,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,25,CAN,CAN5_2,AVGANNNMBR,RACE,APIO
2014,2018,MA,Massachusetts,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Gender,Male,25,CAN,CAN5_2,AVGANNNMBR,GENDER,GENM
2015,2019,MD,Maryland,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Overall,Overall,24,CAN,CAN5_2,AVGANNCRDRATE,OVERALL,OVR
2014,2018,MI,Michigan,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,26,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2012,2016,MN,Minnesota,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Hispanic,27,CAN,CAN5_2,AVGANNNMBR,RACE,HIS
2009,2013,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",34,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2011,2015,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",34,CAN,CAN5_2,AVGANNNMBR,RACE,BLK
2012,2016,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",34,CAN,CAN5_2,AVGANNNMBR,RACE,BLK
2013,2017,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",34,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2014,2018,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",34,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2010,2010,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,Number,Gender,Male,37,AST,AST4_1,NMBR,GENDER,GENM
2015,2019,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,34,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2008,2012,OH,Ohio,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Hispanic,39,CAN,CAN5_2,AVGANNNMBR,RACE,HIS
2014,2018,OH,Ohio,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,39,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Hispanic,40,CAN,CAN5_2,AVGANNNMBR,RACE,HIS
2015,2019,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,40,CAN,CAN5_2,AVGANNNMBR,RACE,APIO
2011,2015,OR,Oregon,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,41,CAN,CAN5_2,AVGANNNMBR,RACE,APIO
2013,2017,OR,Oregon,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Race/Ethnicity,Hispanic,41,CAN,CAN5_2,AVGANNCRDRATE,RACE,HIS
2012,2016,SC,South Carolina,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Gender,Female,45,CAN,CAN5_2,AVGANNCRDRATE,GENDER,GENF
2013,2017,SC,South Carolina,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Overall,Overall,45,CAN,CAN5_2,AVGANNNMBR,OVERALL,OVR
2014,2018,SC,South Carolina,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Race/Ethnicity,"White, non-Hispanic",45,CAN,CAN5_2,AVGANNCRDRATE,RACE,WHT
2009,2013,TN,Tennessee,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",47,CAN,CAN5_2,AVGANNNMBR,RACE,BLK
2015,2019,TN,Tennessee,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",47,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2013,2017,US,United States,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",59,CAN,CAN5_2,AVGANNNMBR,RACE,BLK
2015,2019,VT,Vermont,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Crude Rate,Overall,Overall,50,CAN,CAN5_2,AVGANNCRDRATE,OVERALL,OVR
2012,2016,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,55,CAN,CAN5_2,AVGANNNMBR,RACE,APIO
2015,2019,WY,Wyoming,Death Certificate,Cancer,"Cancer of the female breast, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",56,CAN,CAN5_2,AVGANNNMBR,RACE,WHT
2011,2015,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,01,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2012,2016,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,01,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2013,2017,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,01,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2011,2015,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,05,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2012,2016,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Race/Ethnicity,"Black, non-Hispanic",05,CAN,CAN6_1,AVGANNCRDRATE,RACE,BLK
2009,2013,CT,Connecticut,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,09,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2009,2013,DC,District of Columbia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,11,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2010,2014,DC,District of Columbia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,11,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2012,2016,DC,District of Columbia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",11,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2008,2012,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,15,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2013,2017,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Hispanic,15,CAN,CAN6_1,AVGANNNMBR,RACE,HIS
2014,2018,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,15,CAN,CAN6_1,AVGANNNMBR,RACE,APIO
2015,2019,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,15,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2008,2012,IA,Iowa,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,19,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2014,2018,IA,Iowa,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,19,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2015,2019,IA,Iowa,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Race/Ethnicity,Hispanic,19,CAN,CAN6_1,AVGANNCRDRATE,RACE,HIS
2015,2019,ID,Idaho,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Hispanic,16,CAN,CAN6_1,AVGANNNMBR,RACE,HIS
2012,2016,IL,Illinois,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,17,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2009,2013,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,22,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2009,2013,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,22,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2012,2016,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,22,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2014,2018,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",22,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2015,2019,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",22,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2009,2013,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,25,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2010,2014,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Male,25,CAN,CAN6_1,AVGANNNMBR,GENDER,GENM
2012,2016,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Gender,Male,25,CAN,CAN6_1,AVGANNCRDRATE,GENDER,GENM
2014,2018,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Gender,Male,25,CAN,CAN6_1,AVGANNCRDRATE,GENDER,GENM
